event,circuit,team,category,weighted_speed_delta_vs_mercedes_pct,time_weight_seconds,segment_count,segments
fastf1_2026_china_grand_prix,Shanghai International Circuit,Williams,Slow corners,3.785,41.711693,5,"seg_03, seg_05, seg_07, seg_09, seg_12"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Alpine,Straights,0.79,28.864561,5,"seg_01, seg_04, seg_08, seg_11, seg_14"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Aston Martin,Straights,4.992,28.864561,5,"seg_01, seg_04, seg_08, seg_11, seg_14"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Audi,Straights,-0.017,28.864561,5,"seg_01, seg_04, seg_08, seg_11, seg_14"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Cadillac,Straights,-0.066,28.864561,5,"seg_01, seg_04, seg_08, seg_11, seg_14"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Ferrari,Straights,0.168,28.864561,5,"seg_01, seg_04, seg_08, seg_11, seg_14"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Haas F1 Team,Straights,0.745,28.864561,5,"seg_01, seg_04, seg_08, seg_11, seg_14"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Mercedes,Straights,0.0,28.864561,5,"seg_01, seg_04, seg_08, seg_11, seg_14"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Racing Bulls,Straights,-0.147,28.864561,5,"seg_01, seg_04, seg_08, seg_11, seg_14"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Red Bull Racing,Straights,-0.951,28.864561,5,"seg_01, seg_04, seg_08, seg_11, seg_14"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Williams,Straights,0.6,28.864561,5,"seg_01, seg_04, seg_08, seg_11, seg_14"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Alpine,Fast corners,3.01,19.874089960305714,3,"seg_03, seg_06, seg_11"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Aston Martin,Fast corners,4.047,19.874089960305714,3,"seg_03, seg_06, seg_11"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Audi,Fast corners,2.127,19.874089960305714,3,"seg_03, seg_06, seg_11"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Cadillac,Fast corners,6.061,19.874089960305714,3,"seg_03, seg_06, seg_11"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Ferrari,Fast corners,0.498,19.874089960305714,3,"seg_03, seg_06, seg_11"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Haas F1 Team,Fast corners,3.531,19.874089960305714,3,"seg_03, seg_06, seg_11"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,McLaren,Fast corners,-0.52,19.874089960305714,3,"seg_03, seg_06, seg_11"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Mercedes,Fast corners,0.0,19.874089960305714,3,"seg_03, seg_06, seg_11"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Racing Bulls,Fast corners,2.437,19.874089960305714,3,"seg_03, seg_06, seg_11"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Red Bull Racing,Fast corners,0.978,19.874089960305714,3,"seg_03, seg_06, seg_11"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Alpine,Slow corners,2.775,28.950740531457285,4,"seg_02, seg_04, seg_07, seg_09"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Aston Martin,Slow corners,2.844,28.950740531457285,4,"seg_02, seg_04, seg_07, seg_09"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Audi,Slow corners,1.579,28.950740531457285,4,"seg_02, seg_04, seg_07, seg_09"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Cadillac,Slow corners,5.605,28.950740531457285,4,"seg_02, seg_04, seg_07, seg_09"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Ferrari,Slow corners,-0.673,28.950740531457285,4,"seg_02, seg_04, seg_07, seg_09"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Haas F1 Team,Slow corners,3.864,28.950740531457285,4,"seg_02, seg_04, seg_07, seg_09"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,McLaren,Slow corners,-0.351,28.950740531457285,4,"seg_02, seg_04, seg_07, seg_09"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Mercedes,Slow corners,0.0,28.950740531457285,4,"seg_02, seg_04, seg_07, seg_09"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Racing Bulls,Slow corners,1.762,28.950740531457285,4,"seg_02, seg_04, seg_07, seg_09"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Red Bull Racing,Slow corners,0.299,28.950740531457285,4,"seg_02, seg_04, seg_07, seg_09"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Alpine,Straights,0.228,22.455669508237,5,"seg_01, seg_05, seg_08, seg_10, seg_12"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Aston Martin,Straights,3.317,22.455669508237,5,"seg_01, seg_05, seg_08, seg_10, seg_12"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Audi,Straights,1.117,22.455669508237,5,"seg_01, seg_05, seg_08, seg_10, seg_12"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Cadillac,Straights,1.594,22.455669508237,5,"seg_01, seg_05, seg_08, seg_10, seg_12"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Ferrari,Straights,1.376,22.455669508237,5,"seg_01, seg_05, seg_08, seg_10, seg_12"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Haas F1 Team,Straights,1.451,22.455669508237,5,"seg_01, seg_05, seg_08, seg_10, seg_12"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,McLaren,Straights,0.612,22.455669508237,5,"seg_01, seg_05, seg_08, seg_10, seg_12"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Mercedes,Straights,0.0,22.455669508237,5,"seg_01, seg_05, seg_08, seg_10, seg_12"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Racing Bulls,Straights,0.462,22.455669508237,5,"seg_01, seg_05, seg_08, seg_10, seg_12"
fastf1_2026_dutch_grand_prix_qualifying,Circuit Zandvoort,Red Bull Racing,Straights,-0.157,22.455669508237,5,"seg_01, seg_05, seg_08, seg_10, seg_12"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Alpine,Fast corners,2.544,14.5392756564006,2,"seg_06, seg_08"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Aston Martin,Fast corners,3.367,14.5392756564006,2,"seg_06, seg_08"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Audi,Fast corners,1.656,14.5392756564006,2,"seg_06, seg_08"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Cadillac,Fast corners,5.681,14.5392756564006,2,"seg_06, seg_08"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Ferrari,Fast corners,-0.524,14.5392756564006,2,"seg_06, seg_08"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Haas F1 Team,Fast corners,3.134,14.5392756564006,2,"seg_06, seg_08"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,McLaren,Fast corners,-0.653,14.5392756564006,2,"seg_06, seg_08"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Mercedes,Fast corners,0.0,14.5392756564006,2,"seg_06, seg_08"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Racing Bulls,Fast corners,0.886,14.5392756564006,2,"seg_06, seg_08"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Red Bull Racing,Fast corners,-0.389,14.5392756564006,2,"seg_06, seg_08"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Williams,Fast corners,3.628,14.5392756564006,2,"seg_06, seg_08"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Alpine,Slow corners,2.31,42.997975379589136,4,"seg_02, seg_04, seg_07, seg_10"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Aston Martin,Slow corners,3.297,42.997975379589136,4,"seg_02, seg_04, seg_07, seg_10"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Audi,Slow corners,1.864,42.997975379589136,4,"seg_02, seg_04, seg_07, seg_10"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Cadillac,Slow corners,5.608,42.997975379589136,4,"seg_02, seg_04, seg_07, seg_10"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Ferrari,Slow corners,-0.703,42.997975379589136,4,"seg_02, seg_04, seg_07, seg_10"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Haas F1 Team,Slow corners,3.457,42.997975379589136,4,"seg_02, seg_04, seg_07, seg_10"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,McLaren,Slow corners,-0.08,42.997975379589136,4,"seg_02, seg_04, seg_07, seg_10"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Mercedes,Slow corners,0.0,42.997975379589136,4,"seg_02, seg_04, seg_07, seg_10"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Racing Bulls,Slow corners,1.17,42.997975379589136,4,"seg_02, seg_04, seg_07, seg_10"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Red Bull Racing,Slow corners,0.218,42.997975379589136,4,"seg_02, seg_04, seg_07, seg_10"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Williams,Slow corners,5.0,42.997975379589136,4,"seg_02, seg_04, seg_07, seg_10"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Alpine,Straights,0.647,20.08224896401027,5,"seg_01, seg_03, seg_05, seg_09, seg_11"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Aston Martin,Straights,3.711,20.08224896401027,5,"seg_01, seg_03, seg_05, seg_09, seg_11"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Audi,Straights,0.622,20.08224896401027,5,"seg_01, seg_03, seg_05, seg_09, seg_11"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Cadillac,Straights,1.865,20.08224896401027,5,"seg_01, seg_03, seg_05, seg_09, seg_11"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Ferrari,Straights,0.111,20.08224896401027,5,"seg_01, seg_03, seg_05, seg_09, seg_11"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Haas F1 Team,Straights,1.793,20.08224896401027,5,"seg_01, seg_03, seg_05, seg_09, seg_11"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,McLaren,Straights,0.486,20.08224896401027,5,"seg_01, seg_03, seg_05, seg_09, seg_11"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Mercedes,Straights,0.0,20.08224896401027,5,"seg_01, seg_03, seg_05, seg_09, seg_11"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Racing Bulls,Straights,1.332,20.08224896401027,5,"seg_01, seg_03, seg_05, seg_09, seg_11"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Red Bull Racing,Straights,0.586,20.08224896401027,5,"seg_01, seg_03, seg_05, seg_09, seg_11"
fastf1_2026_hungarian_grand_prix_qualifying,Hungaroring,Williams,Straights,1.644,20.08224896401027,5,"seg_01, seg_03, seg_05, seg_09, seg_11"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Alpine,Fast corners,0.342,18.146741981949397,2,"seg_05, seg_09"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Aston Martin,Fast corners,3.393,18.146741981949397,2,"seg_05, seg_09"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Audi,Fast corners,0.364,18.146741981949397,2,"seg_05, seg_09"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Cadillac,Fast corners,3.591,18.146741981949397,2,"seg_05, seg_09"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Ferrari,Fast corners,-0.214,18.146741981949397,2,"seg_05, seg_09"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Haas F1 Team,Fast corners,1.526,18.146741981949397,2,"seg_05, seg_09"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,McLaren,Fast corners,0.236,18.146741981949397,2,"seg_05, seg_09"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Mercedes,Fast corners,0.0,18.146741981949397,2,"seg_05, seg_09"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Racing Bulls,Fast corners,0.942,18.146741981949397,2,"seg_05, seg_09"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Red Bull Racing,Fast corners,0.936,18.146741981949397,2,"seg_05, seg_09"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Alpine,Slow corners,1.144,23.643306999535913,3,"seg_02, seg_04, seg_07"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Aston Martin,Slow corners,2.37,23.643306999535913,3,"seg_02, seg_04, seg_07"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Audi,Slow corners,0.623,23.643306999535913,3,"seg_02, seg_04, seg_07"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Cadillac,Slow corners,3.407,23.643306999535913,3,"seg_02, seg_04, seg_07"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Ferrari,Slow corners,-1.455,23.643306999535913,3,"seg_02, seg_04, seg_07"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Haas F1 Team,Slow corners,1.041,23.643306999535913,3,"seg_02, seg_04, seg_07"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,McLaren,Slow corners,0.456,23.643306999535913,3,"seg_02, seg_04, seg_07"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Mercedes,Slow corners,0.0,23.643306999535913,3,"seg_02, seg_04, seg_07"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Racing Bulls,Slow corners,1.32,23.643306999535913,3,"seg_02, seg_04, seg_07"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Red Bull Racing,Slow corners,0.604,23.643306999535913,3,"seg_02, seg_04, seg_07"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Alpine,Straights,-0.259,39.766583944075535,5,"seg_01, seg_03, seg_06, seg_08, seg_10"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Aston Martin,Straights,5.737,39.766583944075535,5,"seg_01, seg_03, seg_06, seg_08, seg_10"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Audi,Straights,1.224,39.766583944075535,5,"seg_01, seg_03, seg_06, seg_08, seg_10"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Cadillac,Straights,2.806,39.766583944075535,5,"seg_01, seg_03, seg_06, seg_08, seg_10"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Ferrari,Straights,1.032,39.766583944075535,5,"seg_01, seg_03, seg_06, seg_08, seg_10"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Haas F1 Team,Straights,1.824,39.766583944075535,5,"seg_01, seg_03, seg_06, seg_08, seg_10"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,McLaren,Straights,0.351,39.766583944075535,5,"seg_01, seg_03, seg_06, seg_08, seg_10"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Mercedes,Straights,0.0,39.766583944075535,5,"seg_01, seg_03, seg_06, seg_08, seg_10"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Racing Bulls,Straights,1.84,39.766583944075535,5,"seg_01, seg_03, seg_06, seg_08, seg_10"
fastf1_2026_italian_grand_prix_qualifying,Autodromo Nazionale Monza,Red Bull Racing,Straights,0.855,39.766583944075535,5,"seg_01, seg_03, seg_06, seg_08, seg_10"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Alpine,Fast corners,3.179,49.893799,6,"seg_02, seg_03, seg_04, seg_05, seg_08, seg_09"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Aston Martin,Fast corners,6.287,49.893799,6,"seg_02, seg_03, seg_04, seg_05, seg_08, seg_09"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Audi,Fast corners,2.758,49.893799,6,"seg_02, seg_03, seg_04, seg_05, seg_08, seg_09"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Cadillac,Fast corners,5.097,49.893799,6,"seg_02, seg_03, seg_04, seg_05, seg_08, seg_09"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Ferrari,Fast corners,0.615,49.893799,6,"seg_02, seg_03, seg_04, seg_05, seg_08, seg_09"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Haas F1 Team,Fast corners,3.718,49.893799,6,"seg_02, seg_03, seg_04, seg_05, seg_08, seg_09"
fastf1_2026_japan_grand_prix,Suzuka Circuit,McLaren,Fast corners,1.32,49.893799,6,"seg_02, seg_03, seg_04, seg_05, seg_08, seg_09"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Mercedes,Fast corners,0.0,49.893799,6,"seg_02, seg_03, seg_04, seg_05, seg_08, seg_09"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Racing Bulls,Fast corners,3.768,49.893799,6,"seg_02, seg_03, seg_04, seg_05, seg_08, seg_09"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Red Bull Racing,Fast corners,1.956,49.893799,6,"seg_02, seg_03, seg_04, seg_05, seg_08, seg_09"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Williams,Fast corners,3.36,49.893799,6,"seg_02, seg_03, seg_04, seg_05, seg_08, seg_09"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Alpine,Slow corners,2.114,15.901289,2,"seg_07, seg_11"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Aston Martin,Slow corners,4.44,15.901289,2,"seg_07, seg_11"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Audi,Slow corners,1.21,15.901289,2,"seg_07, seg_11"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Cadillac,Slow corners,6.634,15.901289,2,"seg_07, seg_11"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Ferrari,Slow corners,2.518,15.901289,2,"seg_07, seg_11"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Haas F1 Team,Slow corners,-0.385,15.901289,2,"seg_07, seg_11"
fastf1_2026_japan_grand_prix,Suzuka Circuit,McLaren,Slow corners,-4.162,15.901289,2,"seg_07, seg_11"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Mercedes,Slow corners,0.0,15.901289,2,"seg_07, seg_11"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Racing Bulls,Slow corners,0.505,15.901289,2,"seg_07, seg_11"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Red Bull Racing,Slow corners,2.649,15.901289,2,"seg_07, seg_11"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Williams,Slow corners,1.804,15.901289,2,"seg_07, seg_11"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Alpine,Straights,-0.402,32.442237,4,"seg_01, seg_06, seg_10, seg_12"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Aston Martin,Straights,4.348,32.442237,4,"seg_01, seg_06, seg_10, seg_12"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Audi,Straights,-0.374,32.442237,4,"seg_01, seg_06, seg_10, seg_12"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Cadillac,Straights,3.417,32.442237,4,"seg_01, seg_06, seg_10, seg_12"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Ferrari,Straights,-0.178,32.442237,4,"seg_01, seg_06, seg_10, seg_12"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Haas F1 Team,Straights,0.769,32.442237,4,"seg_01, seg_06, seg_10, seg_12"
fastf1_2026_japan_grand_prix,Suzuka Circuit,McLaren,Straights,1.151,32.442237,4,"seg_01, seg_06, seg_10, seg_12"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Mercedes,Straights,0.0,32.442237,4,"seg_01, seg_06, seg_10, seg_12"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Racing Bulls,Straights,2.961,32.442237,4,"seg_01, seg_06, seg_10, seg_12"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Red Bull Racing,Straights,-0.208,32.442237,4,"seg_01, seg_06, seg_10, seg_12"
fastf1_2026_japan_grand_prix,Suzuka Circuit,Williams,Straights,0.703,32.442237,4,"seg_01, seg_06, seg_10, seg_12"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Alpine,Fast corners,1.701,37.86979349727479,6,"seg_03, seg_06, seg_08, seg_11, seg_13, seg_15"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Aston Martin,Fast corners,3.982,37.86979349727479,6,"seg_03, seg_06, seg_08, seg_11, seg_13, seg_15"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Audi,Fast corners,1.925,37.86979349727479,6,"seg_03, seg_06, seg_08, seg_11, seg_13, seg_15"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Cadillac,Fast corners,5.725,37.86979349727479,6,"seg_03, seg_06, seg_08, seg_11, seg_13, seg_15"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Ferrari,Fast corners,0.571,37.86979349727479,6,"seg_03, seg_06, seg_08, seg_11, seg_13, seg_15"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Haas F1 Team,Fast corners,1.864,37.86979349727479,6,"seg_03, seg_06, seg_08, seg_11, seg_13, seg_15"
fastf1_2026_madrid_grand_prix_qualifying,Madring,McLaren,Fast corners,0.509,37.86979349727479,6,"seg_03, seg_06, seg_08, seg_11, seg_13, seg_15"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Mercedes,Fast corners,0.0,37.86979349727479,6,"seg_03, seg_06, seg_08, seg_11, seg_13, seg_15"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Racing Bulls,Fast corners,1.099,37.86979349727479,6,"seg_03, seg_06, seg_08, seg_11, seg_13, seg_15"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Red Bull Racing,Fast corners,0.102,37.86979349727479,6,"seg_03, seg_06, seg_08, seg_11, seg_13, seg_15"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Williams,Fast corners,3.715,37.86979349727479,6,"seg_03, seg_06, seg_08, seg_11, seg_13, seg_15"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Alpine,Slow corners,1.91,33.55875259472077,7,"seg_02, seg_05, seg_07, seg_10, seg_12, seg_14, seg_16"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Aston Martin,Slow corners,4.316,33.55875259472077,7,"seg_02, seg_05, seg_07, seg_10, seg_12, seg_14, seg_16"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Audi,Slow corners,1.74,33.55875259472077,7,"seg_02, seg_05, seg_07, seg_10, seg_12, seg_14, seg_16"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Cadillac,Slow corners,6.488,33.55875259472077,7,"seg_02, seg_05, seg_07, seg_10, seg_12, seg_14, seg_16"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Ferrari,Slow corners,-0.18,33.55875259472077,7,"seg_02, seg_05, seg_07, seg_10, seg_12, seg_14, seg_16"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Haas F1 Team,Slow corners,2.522,33.55875259472077,7,"seg_02, seg_05, seg_07, seg_10, seg_12, seg_14, seg_16"
fastf1_2026_madrid_grand_prix_qualifying,Madring,McLaren,Slow corners,-0.397,33.55875259472077,7,"seg_02, seg_05, seg_07, seg_10, seg_12, seg_14, seg_16"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Mercedes,Slow corners,0.0,33.55875259472077,7,"seg_02, seg_05, seg_07, seg_10, seg_12, seg_14, seg_16"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Racing Bulls,Slow corners,2.551,33.55875259472077,7,"seg_02, seg_05, seg_07, seg_10, seg_12, seg_14, seg_16"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Red Bull Racing,Slow corners,0.236,33.55875259472077,7,"seg_02, seg_05, seg_07, seg_10, seg_12, seg_14, seg_16"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Williams,Slow corners,4.739,33.55875259472077,7,"seg_02, seg_05, seg_07, seg_10, seg_12, seg_14, seg_16"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Alpine,Straights,0.032,19.95613117190206,3,"seg_01, seg_04, seg_09"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Aston Martin,Straights,2.032,19.95613117190206,3,"seg_01, seg_04, seg_09"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Audi,Straights,-0.63,19.95613117190206,3,"seg_01, seg_04, seg_09"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Cadillac,Straights,2.045,19.95613117190206,3,"seg_01, seg_04, seg_09"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Ferrari,Straights,-1.112,19.95613117190206,3,"seg_01, seg_04, seg_09"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Haas F1 Team,Straights,0.284,19.95613117190206,3,"seg_01, seg_04, seg_09"
fastf1_2026_madrid_grand_prix_qualifying,Madring,McLaren,Straights,0.24,19.95613117190206,3,"seg_01, seg_04, seg_09"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Mercedes,Straights,0.0,19.95613117190206,3,"seg_01, seg_04, seg_09"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Racing Bulls,Straights,0.964,19.95613117190206,3,"seg_01, seg_04, seg_09"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Red Bull Racing,Straights,-0.212,19.95613117190206,3,"seg_01, seg_04, seg_09"
fastf1_2026_madrid_grand_prix_qualifying,Madring,Williams,Straights,0.725,19.95613117190206,3,"seg_01, seg_04, seg_09"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Alpine,Fast corners,2.891,26.89914,3,"seg_03, seg_04, seg_09"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Aston Martin,Fast corners,2.689,26.89914,3,"seg_03, seg_04, seg_09"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Audi,Fast corners,2.071,26.89914,3,"seg_03, seg_04, seg_09"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Cadillac,Fast corners,5.376,26.89914,3,"seg_03, seg_04, seg_09"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Ferrari,Fast corners,0.636,26.89914,3,"seg_03, seg_04, seg_09"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Haas F1 Team,Fast corners,2.519,26.89914,3,"seg_03, seg_04, seg_09"
fastf1_2026_miami_grand_prix,Miami International Autodrome,McLaren,Fast corners,0.071,26.89914,3,"seg_03, seg_04, seg_09"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Mercedes,Fast corners,0.0,26.89914,3,"seg_03, seg_04, seg_09"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Racing Bulls,Fast corners,3.593,26.89914,3,"seg_03, seg_04, seg_09"
