event,circuit,team,category,weighted_speed_delta_vs_mercedes_pct,time_weight_seconds,segment_count,segments
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,McLaren,Slow corners,3.161,45.773032,5,"seg_02, seg_04, seg_06, seg_08, seg_10"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Mercedes,Slow corners,0.0,45.773032,5,"seg_02, seg_04, seg_06, seg_08, seg_10"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Racing Bulls,Slow corners,3.128,45.773032,5,"seg_02, seg_04, seg_06, seg_08, seg_10"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Red Bull Racing,Slow corners,1.947,45.773032,5,"seg_02, seg_04, seg_06, seg_08, seg_10"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Williams,Slow corners,4.423,45.773032,5,"seg_02, seg_04, seg_06, seg_08, seg_10"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Alpine,Straights,-1.798,25.71659,5,"seg_01, seg_05, seg_07, seg_09, seg_11"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Aston Martin,Straights,3.305,25.71659,5,"seg_01, seg_05, seg_07, seg_09, seg_11"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Audi,Straights,0.666,25.71659,5,"seg_01, seg_05, seg_07, seg_09, seg_11"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Cadillac,Straights,0.915,25.71659,5,"seg_01, seg_05, seg_07, seg_09, seg_11"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Ferrari,Straights,-2.127,25.71659,5,"seg_01, seg_05, seg_07, seg_09, seg_11"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Haas F1 Team,Straights,-0.398,25.71659,5,"seg_01, seg_05, seg_07, seg_09, seg_11"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,McLaren,Straights,-1.07,25.71659,5,"seg_01, seg_05, seg_07, seg_09, seg_11"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Mercedes,Straights,0.0,25.71659,5,"seg_01, seg_05, seg_07, seg_09, seg_11"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Racing Bulls,Straights,-0.736,25.71659,5,"seg_01, seg_05, seg_07, seg_09, seg_11"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Red Bull Racing,Straights,-2.358,25.71659,5,"seg_01, seg_05, seg_07, seg_09, seg_11"
fastf1_2026_canadian_grand_prix,Circuit Gilles-Villeneuve,Williams,Straights,0.263,25.71659,5,"seg_01, seg_05, seg_07, seg_09, seg_11"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Alpine,Fast corners,3.137,26.622118,4,"seg_02, seg_06, seg_10, seg_13"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Aston Martin,Fast corners,6.415,26.622118,4,"seg_02, seg_06, seg_10, seg_13"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Audi,Fast corners,3.127,26.622118,4,"seg_02, seg_06, seg_10, seg_13"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Cadillac,Fast corners,6.28,26.622118,4,"seg_02, seg_06, seg_10, seg_13"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Ferrari,Fast corners,1.989,26.622118,4,"seg_02, seg_06, seg_10, seg_13"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Haas F1 Team,Fast corners,3.181,26.622118,4,"seg_02, seg_06, seg_10, seg_13"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Mercedes,Fast corners,0.0,26.622118,4,"seg_02, seg_06, seg_10, seg_13"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Racing Bulls,Fast corners,2.707,26.622118,4,"seg_02, seg_06, seg_10, seg_13"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Red Bull Racing,Fast corners,5.149,26.622118,4,"seg_02, seg_06, seg_10, seg_13"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Williams,Fast corners,5.262,26.622118,4,"seg_02, seg_06, seg_10, seg_13"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Alpine,Slow corners,1.89,41.711693,5,"seg_03, seg_05, seg_07, seg_09, seg_12"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Aston Martin,Slow corners,4.201,41.711693,5,"seg_03, seg_05, seg_07, seg_09, seg_12"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Audi,Slow corners,2.809,41.711693,5,"seg_03, seg_05, seg_07, seg_09, seg_12"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Cadillac,Slow corners,4.647,41.711693,5,"seg_03, seg_05, seg_07, seg_09, seg_12"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Ferrari,Slow corners,2.386,41.711693,5,"seg_03, seg_05, seg_07, seg_09, seg_12"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Haas F1 Team,Slow corners,2.279,41.711693,5,"seg_03, seg_05, seg_07, seg_09, seg_12"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Mercedes,Slow corners,0.0,41.711693,5,"seg_03, seg_05, seg_07, seg_09, seg_12"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Racing Bulls,Slow corners,1.911,41.711693,5,"seg_03, seg_05, seg_07, seg_09, seg_12"
fastf1_2026_china_grand_prix,Shanghai International Circuit,Red Bull Racing,Slow corners,3.211,41.711693,5,"seg_03, seg_05, seg_07, seg_09, seg_12"
