Time_seconds,Speed,nGear,Throttle,Brake,DRS,Distance,RelativeDistance,SessionTime_seconds
0.197,259.0,7,100.0,False,0,3.5972222222222223,0.001101872025264607,5926.791
0.437,259.0,7,100.0,False,0,20.863888888888887,0.00639085774653472,5927.031
0.597,260.0,7,100.0,False,0,32.41944444444444,0.009930462090241872,5927.191
0.997,256.0,7,0.0,True,0,60.86388888888888,0.018643334320905636,5927.591
1.157,251.0,7,0.0,True,0,72.01944444444443,0.02206041389886908,5927.751
1.437,228.0,7,0.0,True,0,89.75277777777777,0.027492345180173523,5928.031
1.637,213.0,7,0.0,True,0,101.5861111111111,0.03111703616675825,5928.231
1.877,190.0,6,0.0,True,0,114.25277777777777,0.03499698708197571,5928.471
2.157,168.0,6,0.0,True,0,127.31944444444443,0.03899946276293688,5928.751
2.517,147.0,6,0.0,True,0,142.01944444444442,0.04350224790401819,5929.111
2.717,130.0,4,0.0,True,0,149.24166666666665,0.04571450061883516,5929.311
3.117,116.0,2,0.0,True,0,162.13055555555553,0.04966252084835468,5929.711
3.357,114.0,2,0.0,False,0,169.73055555555553,0.05199049139748515,5929.951
3.557,109.0,2,0.0,True,0,175.78611111111107,0.0538453802122163,5930.151
3.757,108.0,2,0.0,False,0,181.78611111111107,0.05568325169837194,5930.351
4.037,104.0,2,15.0,False,0,189.87499999999994,0.05816097473896694,5930.631
4.237,104.0,2,28.0,False,0,195.65277777777771,0.059930776910820514,5930.831
4.557,106.0,2,47.0,False,0,205.07499999999993,0.06281691583722789,5931.151
4.837,118.0,2,59.0,False,0,214.25277777777768,0.06562817851790298,5931.431
5.598,153.0,3,100.0,False,0,246.59527777777768,0.07553507160806777,5932.192
5.798,158.0,4,100.0,False,0,255.37305555555548,0.07822380952299918,5932.392
5.998,172.0,4,100.0,False,0,264.928611111111,0.08115079003798778,5932.592
6.158,172.0,4,100.0,False,0,272.57305555555547,0.08349237444997866,5932.752
6.397,189.0,5,100.0,False,0,285.1205555555555,0.08733582319540165,5932.991
