Time_seconds,Speed,nGear,Throttle,Brake,DRS,Distance,RelativeDistance,SessionTime_seconds
0.061,262.0,6,100.0,False,0,3.638888888888889,0.0011173861012522392,4463.665
0.261,263.0,6,100.0,False,0,18.25,0.0056039898360513065,4463.865
0.621,265.0,6,100.0,False,0,44.75,0.013741290145934027,4464.225
0.821,266.0,6,100.0,False,0,59.52777777777777,0.018279071870103424,4464.425
1.102,268.0,6,100.0,True,0,80.44666666666667,0.024702591909271644,4464.706
1.302,261.0,6,76.0,True,0,94.94666666666667,0.02915507698449049,4464.906
1.582,230.0,6,0.0,True,0,112.83555555555556,0.03464818117690608,4465.186
1.902,199.0,6,0.0,True,0,130.52444444444444,0.04007987178207727,4465.506
2.102,189.0,6,0.0,True,0,141.02444444444444,0.04330408511240815,4465.706
2.422,141.0,3,0.0,True,0,153.55777777777777,0.04715266991305709,4466.026
2.662,136.0,3,0.0,True,0,162.62444444444444,0.049936752534803126,4466.266
3.062,114.0,3,0.0,True,0,175.2911111111111,0.05382627972694832,4466.666
3.502,108.0,3,0.0,False,0,188.49111111111108,0.05787957648507858,4467.106
3.862,107.0,3,30.0,False,0,199.1911111111111,0.06116520340265387,4467.466
4.102,109.0,3,53.0,False,0,206.45777777777778,0.06339656373920033,4467.706
4.422,121.0,3,81.0,False,0,217.2133333333333,0.06669924998656572,4468.026
4.741,132.0,3,80.0,False,0,228.90999999999997,0.07029092128057558,4468.345
5.101,139.0,3,96.0,False,0,242.80999999999997,0.07455916559406124,4468.705
5.541,168.0,3,100.0,False,0,263.3433333333333,0.08086429388448609,4469.145
5.941,181.0,4,100.0,False,0,283.4544444444444,0.0870397712685061,4469.545
6.221,192.0,4,100.0,False,0,298.3877777777777,0.0916253191160878,4469.825
6.621,207.0,4,100.0,False,0,321.3877777777777,0.09868788164919355,4470.225
6.861,214.0,5,100.0,False,0,335.6544444444444,0.10306871753929393,4470.465
7.021,217.0,5,100.0,False,0,345.2988888888888,0.10603021719085712,4470.625
7.461,227.0,5,100.0,False,0,373.0433333333333,0.11454964648803832,4471.065
7.782,235.0,5,100.0,False,0,393.99749999999995,0.12098399920162325,4471.386
7.942,237.0,5,100.0,False,0,404.5308333333333,0.12421844812982821,4471.546
8.262,242.0,5,100.0,False,0,426.0419444444444,0.13082382062455902,4471.866
8.622,245.0,6,100.0,False,0,450.54194444444437,0.13834698506199775,4472.226
8.782,249.0,6,100.0,False,0,461.60861111111103,0.14174520355618775,4472.386
9.022,251.0,6,100.0,False,0,478.3419444444444,0.14688347368896904,4472.626
9.182,254.0,6,100.0,False,0,489.63083333333327,0.1503499295023195,4472.786
9.462,255.0,6,100.0,False,0,509.46416666666653,0.15644011023738894,4473.066
9.982,258.0,6,100.0,False,0,546.7308333333332,0.16788350866059507,4473.586
10.342,261.0,6,100.0,False,0,572.8308333333333,0.17589798179598903,4473.946
10.542,262.0,6,100.0,False,0,587.3863888888889,0.180367526200998,4474.146
10.742,262.0,6,100.0,True,0,601.9419444444445,0.184837070606007,4474.346
11.142,233.0,6,0.0,True,0,627.8308333333333,0.19278671828819846,4474.746
11.301,228.0,6,0.0,True,0,637.9008333333334,0.1958788924059539,4474.905
11.461,220.0,5,0.0,True,0,647.6786111111112,0.19888133444901337,4475.065
11.821,202.0,4,0.0,True,0,667.8786111111111,0.20508410676069755,4475.425
11.981,186.0,4,0.0,True,0,676.1452777777778,0.20762253503346598,4475.585
12.141,177.0,4,0.0,True,0,684.0119444444445,0.21003813613174563,4475.745
12.461,168.0,4,0.0,True,0,698.9452777777778,0.21462368397932735,4476.065
12.781,163.0,4,10.0,False,0,713.4341666666668,0.2190727571885882,4476.385
12.981,159.0,4,9.0,False,0,722.2675,0.22178519062521576,4476.585
13.181,156.0,4,14.0,False,0,730.9341666666667,0.22444644607247297,4476.785
13.341,154.0,4,21.0,False,0,737.7786111111111,0.2265481555026146,4476.945
13.541,152.0,4,10.0,False,0,746.2230555555556,0.2291411736307114,4477.145
13.861,149.0,4,42.0,False,0,759.4675,0.23320811785267373,4477.465
14.302,152.0,4,64.0,False,0,778.0875,0.23892572282512717,4477.906
14.462,155.0,4,71.0,False,0,784.9763888888889,0.24104107971910088,4478.066
14.662,156.0,4,52.0,False,0,793.6430555555556,0.24370233516635814,4478.266
14.822,158.0,4,59.0,False,0,800.6652777777778,0.2458586344518281,4478.426
15.142,156.0,4,41.0,False,0,814.5319444444444,0.2501166431674397,4478.746
15.542,152.0,4,3.0,True,0,831.4208333333333,0.25530267942363327,4479.146
15.702,149.0,4,0.0,True,0,838.0430555555556,0.2573361515346145,4479.306
15.942,137.0,3,0.0,True,0,847.1763888888889,0.26014070535210865,4479.546
16.102,134.0,3,0.0,True,0,853.1319444444445,0.26196946550560846,4479.706
16.382,130.0,3,0.0,False,0,863.2430555555557,0.26507426352740865,4479.986
16.742,124.0,3,35.0,False,0,875.6430555555556,0.2688819059365613,4480.346
16.902,125.0,3,50.0,False,0,881.1986111111112,0.2705878389155723,4480.506
17.102,128.0,3,64.0,False,0,888.3097222222223,0.2727714331287065,4480.706
17.262,132.0,3,69.0,False,0,894.1763888888889,0.2745728983545421,4480.866
17.462,136.0,3,69.0,False,0,901.7319444444445,0.27689296720599715,4481.066
17.742,143.0,3,75.0,False,0,912.8541666666667,0.2803082450299773,4481.346
17.981,151.0,3,73.0,False,0,922.878888888889,0.28338651579395385,4481.585
18.381,167.0,3,100.0,False,0,941.4344444444446,0.28908433194385075,4481.985
18.581,178.0,4,100.0,False,0,951.3233333333334,0.2921208926464904,4482.185
18.861,191.0,4,100.0,False,0,966.178888888889,0.29668255743236593,4482.465
19.061,198.0,4,100.0,False,0,977.178888888889,0.30006030473080786,4482.665
19.381,210.0,4,100.0,False,0,995.8455555555556,0.30579223954028495,4482.985
19.701,213.0,5,92.0,True,0,1014.778888888889,0.31160605913275463,4483.305
19.981,185.0,5,0.0,True,0,1029.167777777778,0.3160244255483933,4483.585
20.301,156.0,5,0.0,True,0,1043.0344444444445,0.3202824342640048,4483.905
20.461,141.0,5,0.0,True,0,1049.3011111111111,0.3222067266643293,4484.065
20.822,121.0,3,0.0,True,0,1061.4347222222223,0.3259325695871384,4484.426
21.142,99.0,2,0.0,True,0,1070.2347222222222,0.32863476742589187,4484.746
21.582,91.0,2,0.0,True,0,1081.3569444444445,0.33205004524987203,4485.186
21.742,87.0,2,0.0,True,0,1085.223611111111,0.3332373746032637,4485.346
22.142,80.0,2,0.0,True,0,1094.1125,0.3359668673696814,4485.746
22.302,79.0,2,0.0,False,0,1097.6236111111111,0.3370450170124164,4485.906
22.622,75.0,2,0.0,False,0,1104.2902777777779,0.33909213658722964,4486.226
23.022,73.0,2,2.0,False,0,1112.401388888889,0.3415827987365858,4486.626
23.262,79.0,2,45.0,False,0,1117.6680555555556,0.34320002320068826,4486.866
23.462,81.0,2,49.0,False,0,1122.1680555555556,0.3445818289136872,4487.066
23.782,88.0,2,71.0,False,0,1129.990277777778,0.34698378254813483,4487.386
24.182,102.0,2,74.0,False,0,1141.3236111111112,0.35046388582531735,4487.786
24.382,116.0,2,83.0,False,0,1147.7680555555557,0.3524427680809702,4487.986
24.542,126.0,2,88.0,False,0,1153.3680555555557,0.3541623485238133,4488.146
24.741,134.0,3,89.0,False,0,1160.7752777777778,0.3564368689647287,4488.345
25.101,138.0,3,16.0,True,0,1174.5752777777777,0.36067440648459215,4488.705
25.341,117.0,3,0.0,True,0,1182.3752777777777,0.36306953638712364,4488.945
25.701,96.0,2,0.0,True,0,1191.9752777777776,0.3660173885748547,4489.305
25.941,81.0,2,0.0,True,0,1197.3752777777775,0.36767555543045344,4489.545
26.301,70.0,1,0.0,True,0,1204.3752777777775,0.3698250309840073,4489.905
26.501,66.0,1,0.0,True,0,1208.0419444444442,0.37095094675015466,4490.105
26.701,62.0,1,0.0,True,0,1211.4863888888885,0.3720086251971415,4490.305
26.941,56.0,1,0.0,False,0,1215.219722222222,0.3731550121590369,4490.545
27.101,54.0,1,0.0,False,0,1217.619722222222,0.37389197520596973,4490.705
27.582,48.0,1,0.0,False,0,1224.0330555555554,0.3758613042369401,4491.186
27.862,42.0,1,3.0,False,0,1227.299722222222,0.37686439282859857,4491.466
28.222,45.0,1,13.0,False,0,1231.799722222222,0.3782461985415975,4491.826
28.582,50.0,1,16.0,False,0,1236.799722222222,0.3797815382227075,4492.186
28.902,54.0,1,24.0,False,0,1241.599722222222,0.38125546431657303,4492.506
29.142,57.0,1,34.0,False,0,1245.399722222222,0.3824223224742166,4492.746
29.302,61.0,1,35.0,False,0,1248.1108333333332,0.383254817767974,4492.906
29.502,67.0,1,45.0,False,0,1251.8330555555553,0.3843977928639114,4493.106
29.862,78.0,1,61.0,False,0,1259.6330555555553,0.3867929227664429,4493.466
30.022,83.0,1,63.0,False,0,1263.3219444444442,0.38792566226450625,4493.626
30.502,92.0,2,0.0,True,0,1275.5886111111108,0.39169236228216264,4494.106
30.702,87.0,2,0.0,True,0,1280.4219444444443,0.3931765239739023,4494.306
31.022,84.0,2,0.0,False,0,1287.888611111111,0.39546929789769314,4494.626
31.302,81.0,2,0.0,False,0,1294.188611111111,0.3974038258958917,4494.906
31.461,80.0,2,0.0,False,0,1297.7219444444443,0.3984887992705427,4495.065
31.621,77.0,2,0.0,False,0,1301.1441666666665,0.3995396539856135,4495.225
31.821,77.0,2,18.0,False,0,1305.4219444444443,0.40085322237945203,4495.425
32.181,82.0,2,42.0,False,0,1313.6219444444441,0.4033711794564723,4495.785
32.581,91.0,2,55.0,False,0,1323.7330555555554,0.40647597747827247,4496.185
32.981,104.0,2,73.0,False,0,1335.2886111111109,0.4100243180746154,4496.585
33.141,116.0,2,79.0,False,0,1340.4441666666662,0.4116074238791376,4496.745
33.341,117.0,2,15.0,True,0,1346.9441666666662,0.41360336546458054,4496.945
33.541,107.0,2,0.0,True,0,1352.8886111111105,0.4154287137521223,4497.145
33.781,100.0,2,0.0,True,0,1359.5552777777773,0.4174758333269356,4497.385
34.062,93.0,2,0.0,True,0,1366.814444444444,0.41970489065396044,4497.666
34.382,88.0,2,0.0,True,0,1374.6366666666663,0.422106844288408,4497.986
34.662,82.0,2,10.0,False,0,1381.014444444444,0.4240652553483127,4498.266
34.902,80.0,2,0.0,False,0,1386.3477777777775,0.42570295100816335,4498.506
35.222,80.0,2,26.0,False,0,1393.4588888888886,0.4278865452212975,4498.826
35.622,87.0,2,46.0,False,0,1403.1255555555554,0.43085486860477673,4499.226
35.902,93.0,2,62.0,False,0,1410.3588888888887,0.43307599334344915,4499.506
36.102,98.0,2,69.0,False,0,1415.803333333333,0.4347478076628799,4499.706
36.302,107.0,2,74.0,False,0,1421.7477777777776,0.4365731559504218,4499.906
36.462,111.0,2,84.0,False,0,1426.681111111111,0.43808802443578365,4500.066
36.622,125.0,2,82.0,False,0,1432.2366666666665,0.43979395741479466,4500.226
36.862,136.0,3,95.0,False,0,1441.3033333333333,0.4425780400365407,4500.466
37.062,142.0,3,100.0,False,0,1449.192222222222,0.44500046486673633,4500.666
37.302,159.0,3,100.0,False,0,1459.792222222222,0.4482553849906895,4500.906
37.502,169.0,3,100.0,False,0,1469.181111111111,0.4511384117252182,4501.106
37.782,182.0,4,100.0,False,0,1483.3366666666664,0.4554851289557383,4501.386
38.142,198.0,4,100.0,False,0,1503.1366666666668,0.4615650740929338,4501.746
38.581,212.0,5,100.0,False,0,1528.988888888889,0.46950346261746384,4502.185
38.861,221.0,5,100.0,False,0,1546.1777777777775,0.4747816192545239,4502.465
39.061,224.0,5,100.0,False,0,1558.622222222222,0.4786029091275087,4502.665
39.461,235.0,5,100.0,False,0,1584.7333333333331,0.4866207941288606,4503.065
39.621,237.0,5,100.0,False,0,1595.2666666666667,0.4898552430570656,4503.225
39.821,240.0,5,100.0,False,0,1608.5999999999997,0.49394948220669205,4503.425
40.101,245.0,6,100.0,False,0,1627.6555555555553,0.4998008323247,4503.705
40.341,248.0,6,100.0,False,0,1644.1888888888889,0.504877688870237,4503.945
40.662,253.0,6,100.0,False,0,1666.7480555555553,0.5118048856214581,4504.266
41.062,256.0,6,100.0,False,0,1695.1924999999997,0.5205392624739946,4504.666
41.222,257.0,6,100.0,False,0,1706.614722222222,0.5240466606788414,4504.826
41.422,258.0,6,100.0,False,0,1720.9480555555551,0.5284479677646899,4505.026
42.662,269.0,6,100.0,False,0,1813.603611111111,0.5568995179886362,4506.266
42.862,270.0,6,100.0,False,0,1828.6036111111111,0.5615055370319662,4506.466
43.262,271.0,6,100.0,False,0,1858.7147222222222,0.5707516937782061,4506.866
43.662,274.0,6,100.0,False,0,1889.1591666666666,0.5801002065031866,4507.266
44.022,275.0,6,100.0,False,0,1916.6591666666666,0.5885445747492913,4507.626
44.222,275.0,6,100.0,False,0,1931.9369444444446,0.5932358904415718,4507.826
44.502,272.0,6,10.0,True,0,1953.0925000000002,0.5997320832256459,4508.106
44.901,220.0,6,0.0,True,0,1977.4758333333336,0.6072194230705255,4508.505
45.301,184.0,5,0.0,True,0,1997.920277777778,0.6134972564332861,4508.905
45.541,157.0,4,0.0,True,0,2008.3869444444445,0.6167112341657428,4509.145
45.821,139.0,3,0.0,True,0,2019.1980555555556,0.6200309797428983,4509.425
46.101,120.0,3,0.0,True,0,2028.531388888889,0.622896947147637,4509.705
46.301,110.0,2,0.0,True,0,2034.6425000000002,0.6247734734245491,4509.905
46.581,97.0,2,0.0,True,0,2042.1869444444446,0.6270901304100461,4510.185
