Time_seconds,Speed,nGear,Throttle,Brake,DRS,Distance,RelativeDistance,X,Y,Z,SessionTime_seconds
24.588,138.0,2,45.0,True,0,0.0,0.0,0.0,0.0,0.0,6675.434
24.788,129.0,2,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6675.634
25.028,110.0,2,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6675.874
25.348,92.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6676.194
25.588,84.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6676.434
25.908,70.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6676.754
26.148,65.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6676.994
26.308,59.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6677.154
26.548,55.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6677.394
26.748,53.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6677.594
27.108,48.0,1,0.0,False,0,0.0,0.0,0.0,0.0,0.0,6677.954
27.508,47.0,1,0.0,False,0,0.0,0.0,0.0,0.0,0.0,6678.354
27.708,46.0,1,3.0,False,0,0.0,0.0,0.0,0.0,0.0,6678.554
27.908,43.0,1,6.0,False,0,0.0,0.0,0.0,0.0,0.0,6678.754
28.388,49.0,1,11.0,False,0,0.0,0.0,0.0,0.0,0.0,6679.234
28.628,53.0,1,12.0,False,0,0.0,0.0,0.0,0.0,0.0,6679.474
28.988,59.0,1,30.0,False,0,0.0,0.0,0.0,0.0,0.0,6679.834
29.188,66.0,1,38.0,False,0,0.0,0.0,0.0,0.0,0.0,6680.034
29.428,77.0,1,43.0,False,0,0.0,0.0,0.0,0.0,0.0,6680.274
29.628,86.0,1,48.0,False,0,0.0,0.0,0.0,0.0,0.0,6680.474
29.828,92.0,1,48.0,False,0,0.0,0.0,0.0,0.0,0.0,6680.674
30.148,92.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6680.994
30.308,89.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6681.154
30.669,84.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6681.515
30.989,82.0,1,0.0,False,0,0.0,0.0,0.0,0.0,0.0,6681.835
31.149,81.0,1,0.0,False,0,0.0,0.0,0.0,0.0,0.0,6681.995
31.468,79.0,1,10.0,False,0,0.0,0.0,0.0,0.0,0.0,6682.314
31.628,82.0,1,23.0,False,0,0.0,0.0,0.0,0.0,0.0,6682.474
31.948,88.0,1,34.0,False,0,0.0,0.0,0.0,0.0,0.0,6682.794
32.188,91.0,1,46.0,False,0,0.0,0.0,0.0,0.0,0.0,6683.034
32.508,106.0,1,63.0,False,0,0.0,0.0,0.0,0.0,0.0,6683.354
32.788,115.0,2,65.0,False,0,0.0,0.0,0.0,0.0,0.0,6683.634
33.028,116.0,2,55.0,True,0,0.0,0.0,0.0,0.0,0.0,6683.874
33.228,107.0,2,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6684.074
33.388,104.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6684.234
33.668,95.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6684.514
33.948,89.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6684.794
34.108,85.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6684.954
34.348,81.0,1,0.0,False,0,0.0,0.0,0.0,0.0,0.0,6685.194
34.548,79.0,1,1.0,False,0,0.0,0.0,0.0,0.0,0.0,6685.394
34.948,79.0,1,22.0,False,0,0.0,0.0,0.0,0.0,0.0,6685.794
35.188,83.0,1,43.0,False,0,0.0,0.0,0.0,0.0,0.0,6686.034
35.348,89.0,1,44.0,False,0,0.0,0.0,0.0,0.0,0.0,6686.194
35.628,99.0,1,52.0,False,0,0.0,0.0,0.0,0.0,0.0,6686.474
35.828,106.0,1,61.0,False,0,0.0,0.0,0.0,0.0,0.0,6686.674
36.268,126.0,2,76.0,False,0,0.0,0.0,0.0,0.0,0.0,6687.114
36.588,143.0,2,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6687.434
36.788,154.0,3,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6687.634
37.109,175.0,3,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6687.955
37.269,179.0,4,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6688.115
37.429,188.0,4,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6688.275
37.589,193.0,4,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6688.435
37.909,209.0,5,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6688.755
38.068,212.0,5,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6688.914
38.348,222.0,5,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6689.194
38.508,227.0,5,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6689.354
38.828,234.0,5,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6689.674
39.068,238.0,6,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6689.914
39.348,243.0,6,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6690.194
39.748,249.0,6,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6690.594
40.068,253.0,6,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6690.914
40.348,255.0,6,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6691.194
40.508,257.0,6,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6691.354
40.788,259.0,6,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6691.634
41.228,262.0,7,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6692.074
41.428,262.0,7,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6692.274
41.748,265.0,7,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6692.594
42.068,267.0,7,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6692.914
42.268,269.0,7,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6693.114
42.628,271.0,7,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6693.474
42.828,272.0,7,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6693.674
43.188,274.0,7,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6694.034
43.388,275.0,7,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6694.234
43.669,275.0,7,98.0,False,0,0.0,0.0,0.0,0.0,0.0,6694.515
43.829,273.0,7,77.0,True,0,0.0,0.0,0.0,0.0,0.0,6694.675
43.989,267.0,7,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6694.835
44.189,251.0,7,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6695.035
44.469,222.0,7,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6695.315
44.748,189.0,7,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6695.594
44.988,173.0,4,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6695.834
45.268,145.0,3,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6696.114
45.628,119.0,2,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6696.474
45.868,108.0,2,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6696.714
46.228,92.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6697.074
46.388,90.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6697.234
46.588,88.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6697.434
46.988,72.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6697.834
47.148,69.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6697.994
47.308,63.0,1,0.0,False,0,0.0,0.0,0.0,0.0,0.0,6698.154
47.548,64.0,1,0.0,False,0,0.0,0.0,0.0,0.0,0.0,6698.394
47.868,60.0,1,9.0,False,0,0.0,0.0,0.0,0.0,0.0,6698.714
48.268,68.0,1,29.0,False,0,0.0,0.0,0.0,0.0,0.0,6699.114
48.508,77.0,1,40.0,False,0,0.0,0.0,0.0,0.0,0.0,6699.354
48.708,85.0,1,48.0,False,0,0.0,0.0,0.0,0.0,0.0,6699.554
48.948,92.0,1,54.0,False,0,0.0,0.0,0.0,0.0,0.0,6699.794
49.148,101.0,1,58.0,False,0,0.0,0.0,0.0,0.0,0.0,6699.994
49.428,114.0,1,65.0,False,0,0.0,0.0,0.0,0.0,0.0,6700.274
49.628,122.0,2,64.0,False,0,0.0,0.0,0.0,0.0,0.0,6700.474
49.908,136.0,2,76.0,False,0,0.0,0.0,0.0,0.0,0.0,6700.754
50.269,151.0,3,85.0,False,0,0.0,0.0,0.0,0.0,0.0,6701.115
50.509,167.0,3,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6701.355
50.749,176.0,3,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6701.595
50.989,186.0,4,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6701.835
51.229,198.0,4,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6702.075
51.668,212.0,5,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6702.514
51.988,222.0,5,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6702.834
52.188,226.0,5,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6703.034
52.468,216.0,5,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6703.314
52.708,192.0,5,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6703.554
53.068,176.0,4,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6703.914
53.228,169.0,4,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6704.074
53.428,167.0,4,0.0,False,0,0.0,0.0,0.0,0.0,0.0,6704.274
53.708,160.0,4,24.0,False,0,0.0,0.0,0.0,0.0,0.0,6704.554
54.028,163.0,4,48.0,False,0,0.0,0.0,0.0,0.0,0.0,6704.874
54.308,165.0,4,65.0,False,0,0.0,0.0,0.0,0.0,0.0,6705.154
54.588,175.0,4,85.0,False,0,0.0,0.0,0.0,0.0,0.0,6705.434
54.748,178.0,4,89.0,False,0,0.0,0.0,0.0,0.0,0.0,6705.594
55.188,198.0,4,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6706.034
55.548,208.0,5,92.0,False,0,0.0,0.0,0.0,0.0,0.0,6706.394
55.788,216.0,5,77.0,False,0,0.0,0.0,0.0,0.0,0.0,6706.634
56.148,219.0,5,58.0,False,0,0.0,0.0,0.0,0.0,0.0,6706.994
56.308,217.0,5,50.0,False,0,0.0,0.0,0.0,0.0,0.0,6707.154
56.628,219.0,5,63.0,False,0,0.0,0.0,0.0,0.0,0.0,6707.474
56.788,220.0,5,84.0,False,0,0.0,0.0,0.0,0.0,0.0,6707.634
57.109,229.0,5,91.0,False,0,0.0,0.0,0.0,0.0,0.0,6707.955
57.509,234.0,5,90.0,False,0,0.0,0.0,0.0,0.0,0.0,6708.355
57.829,230.0,5,6.0,True,0,0.0,0.0,0.0,0.0,0.0,6708.675
58.029,212.0,5,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6708.875
58.189,203.0,5,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6709.035
58.388,185.0,4,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6709.234
58.588,169.0,3,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6709.434
58.948,152.0,3,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6709.794
59.308,141.0,3,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6710.154
59.468,139.0,3,0.0,False,0,0.0,0.0,0.0,0.0,0.0,6710.314
59.788,132.0,3,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6710.634
60.068,126.0,2,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6710.914
60.348,117.0,2,0.0,False,0,0.0,0.0,0.0,0.0,0.0,6711.194
60.548,117.0,2,12.0,False,0,0.0,0.0,0.0,0.0,0.0,6711.394
61.028,125.0,2,62.0,False,0,0.0,0.0,0.0,0.0,0.0,6711.874
61.348,137.0,2,73.0,False,0,0.0,0.0,0.0,0.0,0.0,6712.194
61.668,151.0,3,94.0,False,0,0.0,0.0,0.0,0.0,0.0,6712.514
61.908,166.0,3,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6712.754
62.148,176.0,3,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6712.994
62.348,185.0,4,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6713.194
62.668,196.0,4,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6713.514
63.389,153.0,3,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6714.235
63.629,131.0,2,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6714.475
63.869,115.0,2,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6714.715
64.229,95.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6715.075
64.429,88.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6715.275
64.749,77.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6715.595
65.028,70.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6715.874
65.228,66.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6716.074
65.468,64.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6716.314
65.748,57.0,1,0.0,False,0,0.0,0.0,0.0,0.0,0.0,6716.594
66.028,56.0,1,7.0,False,0,0.0,0.0,0.0,0.0,0.0,6716.874
66.228,59.0,1,10.0,False,0,0.0,0.0,0.0,0.0,0.0,6717.074
66.548,63.0,1,21.0,False,0,0.0,0.0,0.0,0.0,0.0,6717.394
66.748,68.0,1,31.0,False,0,0.0,0.0,0.0,0.0,0.0,6717.594
66.948,75.0,1,41.0,False,0,0.0,0.0,0.0,0.0,0.0,6717.794
67.228,86.0,1,49.0,False,0,0.0,0.0,0.0,0.0,0.0,6718.074
67.508,98.0,1,55.0,False,0,0.0,0.0,0.0,0.0,0.0,6718.354
67.668,101.0,1,55.0,False,0,0.0,0.0,0.0,0.0,0.0,6718.514
67.948,107.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6718.794
68.308,94.0,2,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6719.154
68.508,89.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6719.354
68.788,84.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6719.634
68.988,80.0,1,0.0,True,0,0.0,0.0,0.0,0.0,0.0,6719.834
69.148,77.0,1,0.0,False,0,0.0,0.0,0.0,0.0,0.0,6719.994
69.388,76.0,1,5.0,False,0,0.0,0.0,0.0,0.0,0.0,6720.234
69.548,75.0,1,10.0,False,0,0.0,0.0,0.0,0.0,0.0,6720.394
69.788,78.0,1,25.0,False,0,0.0,0.0,0.0,0.0,0.0,6720.634
69.948,81.0,1,34.0,False,0,0.0,0.0,0.0,0.0,0.0,6720.794
70.109,88.0,1,47.0,False,0,0.0,0.0,0.0,0.0,0.0,6720.955
70.389,91.0,1,62.0,False,0,0.0,0.0,0.0,0.0,0.0,6721.235
70.629,110.0,1,67.0,False,0,0.0,0.0,0.0,0.0,0.0,6721.475
71.029,129.0,2,75.0,False,0,0.0,0.0,0.0,0.0,0.0,6721.875
71.189,134.0,2,88.0,False,0,0.0,0.0,0.0,0.0,0.0,6722.035
71.429,152.0,3,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6722.275
71.788,168.0,3,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6722.634
71.988,178.0,3,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6722.834
72.228,191.0,4,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6723.074
72.668,206.0,4,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6723.514
72.988,216.0,5,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6723.834
73.308,227.0,5,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6724.154
73.708,238.0,6,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6724.554
73.868,239.0,6,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6724.714
74.028,243.0,6,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6724.874
74.308,248.0,6,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6725.154
74.548,251.0,6,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6725.394
74.788,253.0,6,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6725.634
74.988,255.0,6,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6725.834
75.188,258.0,6,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6726.034
75.388,260.0,6,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6726.234
75.588,261.0,6,100.0,False,0,0.0,0.0,0.0,0.0,0.0,6726.434
