Time_seconds,Speed,nGear,Throttle,Brake,DRS,Distance,RelativeDistance,SessionTime_seconds
0.115,261.0,6,100.0,False,0,3.625,0.0011137567219058704,4603.586
0.315,263.0,6,100.0,False,0,18.236111111111114,0.005602921746599265,4603.786
0.475,264.0,6,100.0,False,0,29.969444444444445,0.009207909021181944,4603.946
0.875,265.0,6,100.0,False,0,59.41388888888889,0.018254515344708556,4604.346
1.075,265.0,6,23.0,False,0,74.1361111111111,0.02277781850647186,4604.546
1.475,240.0,6,0.0,True,0,100.80277777777778,0.030970971403250676,4604.946
1.835,191.0,6,0.0,True,0,119.90277777777777,0.0368393171655685,4605.306
2.075,176.0,5,0.0,True,0,131.63611111111112,0.04044430444015119,4605.546
2.515,144.0,3,0.0,True,0,149.23611111111111,0.04585178535202521,4605.986
2.675,134.0,3,0.0,True,0,155.19166666666666,0.04768158949897247,4606.146
2.875,125.0,2,0.0,True,0,162.13611111111112,0.04981522306584196,4606.346
3.035,121.0,2,0.0,True,0,167.5138888888889,0.051467508900025695,4606.506
3.195,116.0,2,0.0,True,0,172.66944444444445,0.05305151846006959,4606.666
3.475,109.0,2,0.0,False,0,181.14722222222224,0.05565625831850386,4606.946
3.715,106.0,2,0.0,False,0,188.2138888888889,0.057827443836150245,4607.186
3.955,105.0,2,37.0,False,0,195.2138888888889,0.05997814647155469,4607.426
4.155,107.0,2,43.0,False,0,201.15833333333336,0.06180453680479497,4607.626
4.395,109.0,2,51.0,False,0,208.425,0.0640371709691672,4607.866
5.195,136.0,2,87.0,False,0,238.64722222222227,0.0733227442521832,4608.666
5.355,144.0,3,100.0,False,0,245.04722222222227,0.0752891009474101,4608.826
5.715,162.0,3,100.0,False,0,261.24722222222226,0.08026644133220324,4609.186
5.916,174.0,3,100.0,False,0,270.9622222222223,0.08325130934691098,4609.387
6.076,174.0,4,100.0,False,0,278.6955555555556,0.08562732368697683,4609.547
6.315,191.0,4,100.0,False,0,291.3758333333334,0.08952325323473784,4609.786
6.475,191.0,4,100.0,False,0,299.8647222222222,0.09213140690687907,4609.946
6.755,200.0,4,100.0,False,0,315.42027777777776,0.09691074609666671,4610.226
7.155,216.0,5,100.0,False,0,339.42027777777776,0.10428458370376764,4610.626
7.355,222.0,5,100.0,False,0,351.7536111111111,0.10807391691852786,4610.826
7.515,226.0,5,100.0,False,0,361.79805555555555,0.11116000450964787,4610.986
7.715,230.0,5,100.0,False,0,374.5758333333333,0.11508589027268773,4611.186
7.915,232.0,5,100.0,False,0,387.46472222222224,0.1190459141727975,4611.386
8.115,235.0,6,100.0,False,0,400.5202777777778,0.12305714527851212,4611.586
8.315,241.0,6,100.0,False,0,413.90916666666664,0.12717079079543647,4611.786
8.475,241.0,6,100.0,False,0,424.62027777777774,0.13046170720897596,4611.946
8.755,246.0,6,100.0,False,0,443.7536111111111,0.13634029441241477,4612.226
8.915,247.0,6,100.0,False,0,454.7313888888888,0.13971314235492202,4612.386
9.115,250.0,6,100.0,False,0,468.62027777777774,0.143980409488661,4612.586
9.315,253.0,6,100.0,False,0,482.67583333333323,0.14829888382800482,4612.786
9.515,253.0,6,100.0,False,0,496.7313888888889,0.1526173581673487,4612.986
9.835,255.0,6,100.0,False,0,519.3980555555556,0.1595815381296107,4613.306
10.035,259.0,6,100.0,False,0,533.7869444444444,0.16400242688016425,4613.506
10.315,259.0,6,100.0,False,0,553.9313888888888,0.17019167113093925,4613.786
10.475,259.0,6,100.0,False,0,565.4425,0.17372838213138211,4613.946
10.715,259.0,6,100.0,False,0,582.7091666666666,0.1790334486320464,4614.186
10.915,256.0,6,10.0,True,0,596.9313888888888,0.18340313017699508,4614.386
11.155,244.0,6,0.0,True,0,613.1980555555555,0.18840095344403016,4614.626
11.315,225.0,6,0.0,True,0,623.1980555555555,0.19147338578032222,4614.786
11.755,210.0,5,0.0,True,0,648.8647222222222,0.19935929544347183,4615.226
11.915,203.0,5,0.0,True,0,657.8869444444443,0.20213131217354866,4615.386
12.275,193.0,4,0.0,True,0,677.1869444444444,0.20806110658259233,4615.746
12.476,176.0,4,0.0,True,0,687.0136111111111,0.21108028342505533,4615.947
12.716,173.0,3,0.0,True,0,698.5469444444444,0.21462382205291217,4616.187
13.235,154.0,3,0.0,True,0,720.7486111111111,0.2214451339115366,4616.706
13.395,150.0,3,0.0,True,0,727.4152777777778,0.22349342213573128,4616.866
13.795,144.0,3,21.0,False,0,743.4152777777778,0.2284093138737986,4617.266
14.035,142.0,3,32.0,False,0,752.8819444444445,0.23131788315215507,4617.506
14.275,141.0,3,46.0,False,0,762.2819444444444,0.2342059695482696,4617.746
14.515,144.0,3,55.0,False,0,771.8819444444445,0.23715550459110998,4617.986
14.715,144.0,3,55.0,False,0,779.8819444444445,0.23961345046014362,4618.186
14.995,149.0,3,55.0,False,0,791.4708333333333,0.2431740581565354,4618.466
15.275,148.0,3,54.0,False,0,802.9819444444445,0.2467107691569783,4618.746
15.675,152.0,3,1.0,False,0,819.8708333333334,0.25189976599160485,4619.146
16.035,143.0,3,0.0,True,0,834.1708333333333,0.2562933442325025,4619.506
16.235,133.0,3,0.0,True,0,841.5597222222223,0.2585635303476516,4619.706
16.515,125.0,3,0.0,True,0,851.2819444444445,0.26155061734126894,4619.986
16.835,121.0,3,0.0,False,0,862.0375000000001,0.2648551890096364,4620.306
17.075,120.0,3,32.0,False,0,870.0375000000001,0.26731313487867003,4620.546
17.355,122.0,3,45.0,False,0,879.5263888888891,0.2702285317844405,4620.826
17.675,126.0,3,52.0,False,0,890.7263888888891,0.27366965600108767,4621.146
17.915,131.0,3,61.0,False,0,899.4597222222224,0.2763529135747827,4621.386
18.075,131.0,3,61.0,False,0,905.2819444444445,0.27814175195724605,4621.546
18.435,145.0,3,81.0,False,0,919.7819444444445,0.2825967788448695,4621.906
18.715,158.0,3,100.0,False,0,932.0708333333334,0.2863724568048018,4622.186
18.955,167.0,3,100.0,False,0,943.2041666666667,0.2897930981392069,4622.426
19.196,178.0,3,100.0,False,0,955.1202777777779,0.2934542426492696,4622.667
19.356,186.0,4,100.0,False,0,963.3869444444446,0.29599412004727105,4622.827
19.595,199.0,4,100.0,False,0,976.5983333333334,0.3000532298902262,4623.066
19.875,203.0,4,100.0,False,0,992.3872222222224,0.3049042591678607,4623.346
20.035,208.0,4,48.0,True,0,1001.6316666666668,0.30774455217207736,4623.506
20.275,200.0,4,0.0,True,0,1014.965,0.3118411286204667,4623.746
20.475,174.0,4,0.0,True,0,1024.631666666667,0.3148111465455491,4623.946
20.675,167.0,4,0.0,True,0,1033.9094444444447,0.31766168099088676,4624.146
20.915,134.0,3,0.0,True,0,1042.8427777777779,0.3204063872113076,4624.386
21.075,134.0,3,0.0,True,0,1048.7983333333334,0.3222361913582549,4624.546
21.315,107.0,2,0.0,True,0,1055.9316666666668,0.3244278597581432,4624.786
21.715,91.0,1,0.0,True,0,1066.042777777778,0.3275344302315052,4625.186
21.995,83.0,1,0.0,True,0,1072.4983333333334,0.32951785599526706,4625.466
22.195,80.0,1,0.0,True,0,1076.9427777777778,0.33088338147806345,4625.666
22.555,74.0,1,0.0,True,0,1084.3427777777779,0.33315698140691963,4626.026
22.715,72.0,1,0.0,True,0,1087.542777777778,0.3341401597545331,4626.186
22.915,71.0,1,0.0,True,0,1091.4872222222223,0.33535206362051495,4626.386
23.235,68.0,1,0.0,False,0,1097.5316666666668,0.33720917827711816,4626.706
23.595,69.0,1,32.0,False,0,1104.4316666666668,0.3393291565891597,4627.066
24.035,80.0,1,50.0,False,0,1114.2094444444447,0.34233331265131195,4627.506
24.235,83.0,1,53.0,False,0,1118.8205555555558,0.34375004533971326,4627.706
24.395,93.0,1,59.0,False,0,1122.9538888888892,0.34501998403871403,4627.866
24.635,100.0,1,68.0,False,0,1129.620555555556,0.34706827226290876,4628.106
24.795,103.0,1,69.0,False,0,1134.1983333333337,0.34847476351018913,4628.266
25.035,116.0,2,71.0,False,0,1141.931666666667,0.350850777850255,4628.506
25.475,129.0,2,76.0,False,0,1157.6983333333337,0.35569497950047546,4628.946
25.676,132.0,2,28.0,True,0,1165.0683333333336,0.35795936213232266,4629.147
25.996,107.0,2,0.0,True,0,1174.5794444444448,0.3608815866655071,4629.467
26.355,89.0,1,0.0,True,0,1183.4547222222227,0.36360845570930905,4629.826
26.555,84.0,1,0.0,True,0,1188.1213888888894,0.36504225746624536,4630.026
26.875,71.0,1,0.0,True,0,1194.4325000000006,0.36698130365181636,4630.346
27.075,64.0,1,0.0,True,0,1197.988055555556,0.3680737240380535,4630.546
27.715,53.0,1,0.0,True,0,1207.4102777777782,0.370968638061582,4631.186
27.995,49.0,1,0.0,True,0,1211.2213888888894,0.37213957616307997,4631.466
28.395,47.0,1,0.0,False,0,1216.4436111111115,0.3737440686053658,4631.866
28.635,43.0,1,0.0,False,0,1219.3102777777783,0.3746248325417696,4632.106
28.795,42.0,1,0.0,False,0,1221.1769444444449,0.37519835324454404,4632.266
28.995,42.0,1,0.0,False,0,1223.5102777777781,0.3759152541230122,4632.466
29.155,41.0,1,9.0,False,0,1225.3325000000004,0.37647511957095875,4632.626
29.395,45.0,1,11.0,False,0,1228.3325000000004,0.37739684927184636,4632.866
29.675,47.0,1,17.0,False,0,1231.988055555556,0.3785199939814465,4633.146
30.035,56.0,1,28.0,False,0,1237.588055555556,0.38024055608977,4633.506
30.195,59.0,1,28.0,False,0,1240.2102777777782,0.3810462161246199,4633.666
30.355,65.0,1,44.0,False,0,1243.099166666667,0.38193380768843765,4633.826
30.595,72.0,1,51.0,False,0,1247.899166666667,0.3834085752098578,4634.066
30.795,84.0,1,57.0,False,0,1252.5658333333338,0.38484237696679413,4634.266
31.075,84.0,1,32.0,False,0,1259.099166666667,0.38684969942650493,4634.546
31.475,88.0,1,0.0,True,0,1268.876944444445,0.3898538554886572,4634.946
31.675,86.0,1,0.0,True,0,1273.6547222222227,0.39132179538266343,4635.146
31.915,79.0,1,0.0,True,0,1278.9213888888894,0.3929399430797772,4635.386
32.156,78.0,1,0.0,True,0,1284.143055555556,0.39454426483137767,4635.627
32.476,77.0,1,0.0,False,0,1290.9875000000004,0.39664717407488426,4635.947
32.756,75.0,1,27.0,False,0,1296.8208333333337,0.3984394262710546,4636.227
32.956,76.0,1,39.0,False,0,1301.0430555555558,0.3997366754797112,4636.427
33.235,81.0,1,48.0,False,0,1307.3205555555558,0.4016653948788185,4636.706
33.555,92.0,1,61.0,False,0,1315.4983333333334,0.40417796176716403,4637.026
33.715,100.0,1,68.0,False,0,1319.942777777778,0.40554348724996053,4637.186
33.875,104.0,1,68.0,False,0,1324.565,0.4069636337520688,4637.346
34.195,113.0,1,59.0,True,0,1334.6094444444445,0.41004972134318884,4637.666
34.555,107.0,1,0.0,True,0,1345.3094444444446,0.41333722394302136,4638.026
34.835,92.0,1,0.0,True,0,1352.4650000000001,0.4155357199703237,4638.306
35.235,89.0,1,0.0,True,0,1362.353888888889,0.4185740141695458,4638.706
35.555,84.0,1,0.0,True,0,1369.8205555555558,0.42086809698064387,4639.026
35.875,82.0,1,0.0,False,0,1377.1094444444448,0.4231075587724301,4639.346
36.035,79.0,1,0.0,False,0,1380.6205555555557,0.4241863239038393,4639.506
36.275,78.0,1,18.0,False,0,1385.8205555555558,0.4257839887187112,4639.746
36.715,87.0,1,58.0,False,0,1396.4538888888892,0.4290510084363018,4640.186
37.035,97.0,1,67.0,False,0,1405.0761111111112,0.43170012787292683,4640.506
37.235,104.0,1,72.0,False,0,1410.853888888889,0.4334753110005623,4640.706
37.475,113.0,2,78.0,False,0,1418.3872222222224,0.4357898766939023,4640.946
37.715,127.0,2,87.0,False,0,1426.853888888889,0.4383912027386296,4641.186
37.955,137.0,2,90.0,False,0,1435.9872222222223,0.4411973576057763,4641.426
38.195,147.0,3,91.0,False,0,1445.7872222222225,0.44420834129534253,4641.666
38.475,152.0,3,100.0,False,0,1457.6094444444448,0.4478406390795812,4641.946
38.796,172.0,3,100.0,False,0,1472.9461111111113,0.45255272613934105,4642.267
39.036,185.0,4,100.0,False,0,1485.2794444444448,0.4563420593541013,4642.507
39.316,201.0,4,100.0,False,0,1500.9127777777783,0.46114529523983794,4642.787
39.556,205.0,5,100.0,False,0,1514.5794444444446,0.46534428609943695,4643.027
39.756,215.0,5,100.0,False,0,1526.5238888888891,0.4690141358344525,4643.227
39.955,221.0,5,100.0,False,0,1538.740277777778,0.47276753865994664,4643.426
40.115,226.0,5,100.0,False,0,1548.7847222222226,0.4758536262510667,4643.586
40.395,234.0,5,100.0,False,0,1566.9847222222227,0.48144545310311826,4643.866
40.875,240.0,6,100.0,False,0,1598.9847222222224,0.49127723657925276,4644.346
41.115,246.0,6,100.0,False,0,1615.3847222222225,0.49631602561077176,4644.586
41.395,250.0,6,100.0,False,0,1634.829166666667,0.5022901995980064,4644.866
41.675,253.0,6,100.0,False,0,1654.5069444444446,0.5083360636730877,4645.146
41.995,255.0,6,100.0,False,0,1677.1736111111113,0.5153002436353497,4645.466
42.155,255.0,6,100.0,False,0,1688.5069444444448,0.5187823336164807,4645.626
42.355,258.0,6,100.0,False,0,1702.8402777777778,0.5231861532984993,4645.826
42.675,260.0,6,100.0,False,0,1725.951388888889,0.5302868858090408,4646.146
42.915,262.0,6,100.0,False,0,1743.4180555555558,0.5356534009564311,4646.386
43.115,263.0,6,100.0,False,0,1758.0291666666672,0.5401425659811245,4646.586
43.355,264.0,6,100.0,False,0,1775.6291666666668,0.5455500468929985,4646.826
43.755,267.0,7,100.0,False,0,1805.295833333334,0.554664929490665,4647.226
44.155,271.0,7,100.0,False,0,1835.4069444444451,0.5639163646366111,4647.626
44.315,273.0,7,100.0,False,0,1847.540277777778,0.5676442492046454,4647.786
44.715,275.0,7,100.0,False,0,1878.095833333334,0.5770322368988712,4648.186
44.915,275.0,7,100.0,False,0,1893.3736111111114,0.581726230745984,4648.386
45.115,275.0,7,100.0,False,0,1908.6513888888894,0.5864202245930968,4648.586
45.396,270.0,7,18.0,True,0,1929.7263888888892,0.5928953757418324,4648.867
45.596,254.0,7,0.0,True,0,1943.8375,0.597230919149711,4649.067
46.036,204.0,6,0.0,True,0,1968.7708333333337,0.6048915171081993,4649.507
46.276,188.0,6,0.0,True,0,1981.3041666666672,0.6087422989696855,4649.747
46.635,148.0,6,0.0,True,0,1996.0630555555558,0.6132768677166818,4650.106
46.795,133.0,6,0.0,True,0,2001.974166666667,0.6150930166088011,4650.266
46.955,133.0,4,0.0,True,0,2007.8852777777781,0.6169091655009203,4650.426
47.155,115.0,2,0.0,True,0,2014.274166666667,0.6188721083824403,4650.626
47.315,108.0,2,0.0,True,0,2019.074166666667,0.6203468759038605,4650.786
47.555,100.0,1,0.0,True,0,2025.7408333333337,0.6223951641280552,4651.026
47.755,94.0,1,0.0,True,0,2030.9630555555561,0.6239996565703411,4651.226
47.955,89.0,1,1.0,True,0,2035.9075000000005,0.6255188036699522,4651.426
48.275,84.0,1,0.0,True,0,2043.3741666666672,0.6278128864810503,4651.746
